timestep,set,agent,score
20316160,test,1,3.0
20316160,test,2,3.5
20316160,test,3,2.3076923076923075
20742144,test,0,2.5641025641025643
20742144,test,1,3.076923076923077
20742144,test,2,2.903225806451613
20742144,test,3,2.8947368421052633
21168128,test,0,3.4285714285714284
21168128,test,1,2.0
21168128,test,2,3.3333333333333335
21168128,test,3,1.25
21594112,test,0,3.7209302325581395
21594112,test,1,2.3529411764705883
21594112,test,2,2.888888888888889
21594112,test,3,3.6842105263157894
22020096,test,0,4.358974358974359
22020096,test,1,2.6315789473684212
22020096,test,2,3.8095238095238093
22020096,test,3,3.5849056603773586
22446080,test,0,4.468085106382978
22446080,test,1,3.3333333333333335
22446080,test,2,3.235294117647059
22446080,test,3,3.3333333333333335
22855680,test,0,4.680851063829787
22855680,test,1,3.7837837837837838
22855680,test,2,4.081632653061225
22855680,test,3,2.727272727272727
23281664,test,0,4.888888888888889
23281664,test,1,5.0
23281664,test,2,4.4
23281664,test,3,4.75
23707648,test,0,3.5
23707648,test,1,4.146341463414634
23707648,test,2,3.0434782608695654
23707648,test,3,3.225806451612903
24133632,test,0,2.972972972972973
24133632,test,1,3.255813953488372
24133632,test,2,3.6363636363636362
24133632,test,3,4.25
24559616,test,0,4.6875
24559616,test,1,4.042553191489362
24559616,test,2,4.878048780487805
24559616,test,3,3.8095238095238093
24985600,test,0,4.0
24985600,test,1,4.102564102564102
24985600,test,2,3.0303030303030303
24985600,test,3,3.8461538461538463
