timestep,set,agent,score
6782976,train,0,8.923076923076923
6782976,train,1,8.536585365853659
6782976,train,2,8.444444444444445
6782976,train,3,9.591836734693878
7208960,train,0,8.974358974358974
7208960,train,1,9.130434782608695
7208960,train,2,8.91304347826087
7208960,train,3,8.571428571428571
7618560,train,0,9.384615384615385
7618560,train,1,8.636363636363637
7618560,train,2,9.5
7618560,train,3,9.210526315789474
8044544,train,0,9.607843137254902
8044544,train,1,9.428571428571429
8044544,train,2,8.64406779661017
8044544,train,3,9.365079365079366
8470528,train,0,9.428571428571429
8470528,train,1,9.622641509433961
8470528,train,2,9.682539682539682
8470528,train,3,9.2
8896512,train,0,8.787878787878787
8896512,train,1,8.333333333333334
8896512,train,2,9.272727272727273
8896512,train,3,9.516129032258064
9322496,train,0,9.333333333333334
9322496,train,1,9.523809523809524
9322496,train,2,9.130434782608695
9322496,train,3,7.2727272727272725
9748480,train,0,9.038461538461538
9748480,train,1,8.955223880597014
9748480,train,2,9.245283018867925
9748480,train,3,9.361702127659575
10158080,train,0,8.936170212765957
10158080,train,1,9.245283018867925
10158080,train,2,9.11111111111111
10158080,train,3,9.411764705882353
10584064,train,0,9.482758620689655
10584064,train,1,9.090909090909092
10584064,train,2,8.8
10584064,train,3,9.67741935483871
11010048,train,0,9.180327868852459
11010048,train,1,9.318181818181818
11010048,train,2,9.482758620689655
11010048,train,3,9.4
11436032,train,0,9.375
11436032,train,1,8.983050847457626
11436032,train,2,8.75
11436032,train,3,8.305084745762711
11862016,train,0,9.285714285714286
11862016,train,1,9.310344827586206
11862016,train,2,8.823529411764707
11862016,train,3,8.775510204081632
12288000,train,0,9.104477611940299
12288000,train,1,9.130434782608695
12288000,train,2,9.555555555555555
12288000,train,3,9.01639344262295
12697600,train,0,9.344262295081966
12697600,train,1,9.322033898305085
12697600,train,2,8.775510204081632
12697600,train,3,9.62962962962963
13123584,train,0,9.130434782608695
13123584,train,1,9.4
13123584,train,2,9.142857142857142
13123584,train,3,9.298245614035087
13549568,train,0,9.215686274509803
13549568,train,1,9.318181818181818
13549568,train,2,9.35483870967742
13549568,train,3,9.423076923076923
13975552,train,0,8.717948717948717
13975552,train,1,9.310344827586206
13975552,train,2,8.627450980392156
13975552,train,3,9.523809523809524
14401536,train,0,9.23076923076923
14401536,train,1,9.25
14401536,train,2,9.069767441860465
14401536,train,3,9.433962264150944
14827520,train,0,9.555555555555555
14827520,train,1,9.827586206896552
14827520,train,2,9.682539682539682
14827520,train,3,8.78048780487805
15237120,train,0,9.01639344262295
15237120,train,1,9.0
15237120,train,2,9.245283018867925
15237120,train,3,9.454545454545455
15663104,train,0,9.152542372881356
15663104,train,1,9.090909090909092
15663104,train,2,9.607843137254902
15663104,train,3,9.508196721311476
16089088,train,0,9.142857142857142
16089088,train,1,9.148936170212766
16089088,train,2,9.6
16089088,train,3,8.604651162790697
16515072,train,0,8.823529411764707
16515072,train,1,9.710144927536232
16515072,train,2,9.25925925925926
16515072,train,3,9.636363636363637
16941056,train,0,9.583333333333334
16941056,train,1,9.183673469387756
16941056,train,2,9.696969696969697
16941056,train,3,9.117647058823529
17367040,train,0,9.402985074626866
17367040,train,1,9.047619047619047
17367040,train,2,8.679245283018869
17367040,train,3,9.264705882352942
17776640,train,0,9.523809523809524
17776640,train,1,8.75
17776640,train,2,9.411764705882353
17776640,train,3,9.555555555555555
18202624,train,0,8.5
18202624,train,1,9.090909090909092
18202624,train,2,9.285714285714286
18202624,train,3,9.622641509433961
18628608,train,0,9.838709677419354
18628608,train,1,9.84375
18628608,train,2,9.787234042553191
18628608,train,3,9.180327868852459
19054592,train,0,9.607843137254902
19054592,train,1,9.701492537313433
19054592,train,2,9.836065573770492
19054592,train,3,9.661016949152541
19480576,train,0,9.666666666666666
19480576,train,1,9.67741935483871
19480576,train,2,9.6
19480576,train,3,9.206349206349206
19906560,train,0,9.538461538461538
19906560,train,1,9.487179487179487
19906560,train,2,9.666666666666666
19906560,train,3,9.649122807017545
20316160,train,0,9.726027397260275
20316160,train,1,9.846153846153847
20316160,train,2,9.285714285714286
20316160,train,3,9.508196721311476
20742144,train,0,9.863013698630137
20742144,train,1,9.454545454545455
20742144,train,2,9.508196721311476
20742144,train,3,9.272727272727273
21168128,train,0,9.444444444444445
21168128,train,1,9.491525423728813
21168128,train,2,9.6875
21168128,train,3,9.84375
21594112,train,0,9.268292682926829
21594112,train,1,9.024390243902438
21594112,train,2,9.714285714285714
21594112,train,3,8.529411764705882
22020096,train,0,9.423076923076923
22020096,train,1,9.692307692307692
22020096,train,2,8.541666666666666
22020096,train,3,9.411764705882353
22446080,train,0,9.777777777777779
22446080,train,1,9.736842105263158
22446080,train,2,9.0
22446080,train,3,9.433962264150944
22855680,train,0,9.574468085106384
22855680,train,1,9.565217391304348
22855680,train,2,9.636363636363637
22855680,train,3,9.411764705882353
23281664,train,0,9.344262295081966
23281664,train,1,9.558823529411764
23281664,train,2,9.444444444444445
23281664,train,3,9.491525423728813
23707648,train,0,9.666666666666666
23707648,train,1,9.846153846153847
23707648,train,2,9.859154929577464
23707648,train,3,9.863013698630137
24133632,train,0,9.705882352941176
24133632,train,1,9.491525423728813
24133632,train,2,9.666666666666666
24133632,train,3,9.565217391304348
24559616,train,0,9.710144927536232
24559616,train,1,9.696969696969697
24559616,train,2,9.508196721311476
24559616,train,3,8.61111111111111
24985600,train,0,9.866666666666667
24985600,train,1,9.649122807017545
24985600,train,2,8.983050847457626
24985600,train,3,9.67741935483871
16384,test,0,1.1111111111111112
16384,test,1,1.25
16384,test,2,2.2222222222222223
16384,test,3,1.25
425984,test,0,5.957446808510638
425984,test,1,5.714285714285714
425984,test,2,5.882352941176471
425984,test,3,5.576923076923077
851968,test,0,6.190476190476191
851968,test,1,5.609756097560975
851968,test,2,7.222222222222222
851968,test,3,6.829268292682927
1277952,test,0,7.647058823529412
1277952,test,1,8.26086956521739
1277952,test,2,6.75
1277952,test,3,7.2
1703936,test,0,7.777777777777778
1703936,test,1,7.3076923076923075
1703936,test,2,8.0
1703936,test,3,7.2727272727272725
2129920,test,0,7.142857142857143
2129920,test,1,8.461538461538462
2129920,test,2,8.205128205128204
2129920,test,3,7.804878048780488
2539520,test,0,8.095238095238095
2539520,test,1,7.674418604651163
2539520,test,2,8.205128205128204
2539520,test,3,8.03921568627451
2965504,test,0,7.872340425531915
2965504,test,1,7.5
2965504,test,2,7.352941176470588
2965504,test,3,7.5
3391488,test,0,7.674418604651163
3391488,test,1,8.0
3391488,test,2,7.222222222222222
3391488,test,3,7.317073170731708
3817472,test,0,8.0
3817472,test,1,8.536585365853659
3817472,test,2,8.26086956521739
3817472,test,3,8.181818181818182
4243456,test,0,7.5
4243456,test,1,7.441860465116279
4243456,test,2,8.13953488372093
4243456,test,3,8.297872340425531
4669440,test,0,7.428571428571429
4669440,test,1,7.586206896551724
4669440,test,2,6.097560975609756
4669440,test,3,6.5
5079040,test,0,8.51063829787234
5079040,test,1,5.454545454545454
5079040,test,2,7.560975609756097
5079040,test,3,7.037037037037037
5505024,test,0,8.157894736842104
5505024,test,1,8.108108108108109
5505024,test,2,8.61111111111111
5505024,test,3,8.222222222222221
5931008,test,0,8.75
5931008,test,1,8.61111111111111
5931008,test,2,8.055555555555555
5931008,test,3,8.285714285714286
6356992,test,0,7.346938775510204
6356992,test,1,7.872340425531915
6356992,test,2,8.5
6356992,test,3,8.695652173913043
6782976,test,0,7.857142857142857
6782976,test,1,8.837209302325581
6782976,test,2,8.181818181818182
6782976,test,3,8.78048780487805
7208960,test,0,8.909090909090908
7208960,test,1,8.16326530612245
7208960,test,2,8.360655737704919
7208960,test,3,7.450980392156863
7618560,test,0,8.4375
7618560,test,1,8.4
7618560,test,2,8.653846153846153
7618560,test,3,8.157894736842104
8044544,test,0,8.846153846153847
8044544,test,1,8.431372549019608
8044544,test,2,8.604651162790697
8044544,test,3,7.5
8470528,test,0,8.867924528301886
8470528,test,1,8.333333333333334
8470528,test,2,8.03921568627451
8470528,test,3,8.68421052631579
8896512,test,0,7.619047619047619
8896512,test,1,8.24561403508772
8896512,test,2,8.16326530612245
8896512,test,3,8.26923076923077
9322496,test,0,8.545454545454545
9322496,test,1,9.074074074074074
9322496,test,2,6.666666666666667
9322496,test,3,8.571428571428571
9748480,test,0,7.9245283018867925
9748480,test,1,8.387096774193548
9748480,test,2,8.19672131147541
9748480,test,3,6.851851851851852
10158080,test,0,8.392857142857142
10158080,test,1,8.148148148148149
10158080,test,2,8.16326530612245
10158080,test,3,7.894736842105263
10584064,test,0,8.620689655172415
10584064,test,1,8.125
10584064,test,2,9.0625
10584064,test,3,8.0
11010048,test,0,8.61111111111111
11010048,test,1,7.9245283018867925
11010048,test,2,8.461538461538462
11010048,test,3,8.372093023255815
11436032,test,0,8.656716417910447
11436032,test,1,7.3584905660377355
11436032,test,2,8.19672131147541
11436032,test,3,7.538461538461538
11862016,test,0,8.627450980392156
11862016,test,1,7.551020408163265
11862016,test,2,9.0
11862016,test,3,8.518518518518519
12288000,test,0,8.73015873015873
12288000,test,1,8.26923076923077
12288000,test,2,7.647058823529412
12288000,test,3,8.03921568627451
12697600,test,0,7.2727272727272725
12697600,test,1,8.387096774193548
12697600,test,2,8.26086956521739
12697600,test,3,7.2
13123584,test,0,8.372093023255815
13123584,test,1,7.5
13123584,test,2,7.317073170731708
13123584,test,3,8.085106382978724
13549568,test,0,7.872340425531915
13549568,test,1,8.8
13549568,test,2,7.9411764705882355
13549568,test,3,8.24561403508772
13975552,test,0,7.5
13975552,test,1,8.947368421052632
13975552,test,2,8.26923076923077
13975552,test,3,8.541666666666666
14401536,test,0,8.03921568627451
14401536,test,1,7.321428571428571
14401536,test,2,9.35483870967742
14401536,test,3,7.551020408163265
14827520,test,0,7.931034482758621
14827520,test,1,8.275862068965518
14827520,test,2,8.035714285714286
14827520,test,3,8.0
15237120,test,0,8.461538461538462
15237120,test,1,7.936507936507937
15237120,test,2,9.35483870967742
15237120,test,3,8.666666666666666
15663104,test,0,8.26086956521739
15663104,test,1,8.048780487804878
15663104,test,2,8.653846153846153
15663104,test,3,6.764705882352941
16089088,test,0,7.878787878787879
16089088,test,1,8.653846153846153
16089088,test,2,8.214285714285714
16089088,test,3,7.5
16515072,test,0,8.28125
16515072,test,1,7.8431372549019605
16515072,test,2,7.704918032786885
16515072,test,3,8.26086956521739
16941056,test,0,7.826086956521739
16941056,test,1,8.095238095238095
16941056,test,2,8.0
16941056,test,3,8.36734693877551
17367040,test,0,7.9245283018867925
17367040,test,1,7.6
17367040,test,2,7.906976744186046
17367040,test,3,9.215686274509803
17776640,test,0,8.292682926829269
17776640,test,1,7.755102040816326
17776640,test,2,9.074074074074074
17776640,test,3,8.72340425531915
18202624,test,0,7.777777777777778
18202624,test,1,7.903225806451613
18202624,test,2,8.363636363636363
18202624,test,3,8.222222222222221
18628608,test,0,8.958333333333334
18628608,test,1,8.135593220338983
18628608,test,2,8.275862068965518
18628608,test,3,8.392857142857142
19054592,test,0,8.541666666666666
19054592,test,1,8.19672131147541
19054592,test,2,7.857142857142857
19054592,test,3,7.333333333333333
19480576,test,0,8.372093023255815
19480576,test,1,8.636363636363637
19480576,test,2,9.01639344262295
19480576,test,3,8.048780487804878
19906560,test,0,8.474576271186441
19906560,test,1,7.966101694915254
19906560,test,2,8.870967741935484
19906560,test,3,8.909090909090908
20316160,test,0,8.867924528301886
20316160,test,1,8.72340425531915
20316160,test,2,8.16326530612245
20316160,test,3,7.083333333333333
20742144,test,0,7.142857142857143
20742144,test,1,7.073170731707317
20742144,test,2,7.631578947368421
20742144,test,3,8.474576271186441
21168128,test,0,8.571428571428571
21168128,test,1,8.983050847457626
21168128,test,2,8.166666666666666
